Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"WN","05/11/2023","0675","N8697C","BWI","15:50","16:10","70","65","20","16:06","4","19","0","0","0","1"
"WN","05/11/2023","2255","N8578Q","BWI","00:05","00:59","70","55","54","00:56","3","20","0","0","0","34"
"WN","05/11/2023","2905","N8843S","BWI","12:00","11:55","70","67","-5","11:51","4","0","0","0","0","0"
"WN","05/12/2022","0503","N233LV","BWI","18:10","18:17","70","58","7","18:15","2","0","0","0","0","0"
"WN","05/12/2022","0709","N8613K","BWI","22:55","23:15","70","62","20","23:11","4","0","0","0","0","20"
"WN","05/12/2022","1683","N8570W","BWI","14:50","15:26","70","73","36","15:22","4","18","0","3","0","15"
"WN","05/12/2023","0675","N8653A","BWI","15:50","15:57","70","63","7","15:54","3","0","0","0","0","0"
"WN","05/12/2023","2255","N8853Q","BWI","00:05","01:20","70","62","75","01:17","3","2","0","0","0","73"
"WN","05/12/2023","2905","N8654B","BWI","12:00","11:46","70","59","-14","11:44","2","0","0","0","0","0"
"WN","05/13/2022","0503","N266WN","BWI","18:10","18:27","70","73","17","18:23","4","8","0","3","0","6"
"WN","05/13/2022","0709","N8617E","BWI","22:55","23:09","70","61","14","23:05","4","0","0","0","0","0"
"WN","05/13/2022","1683","N262WN","BWI","14:50","15:39","70","59","49","15:35","4","21","0","0","0","28"
"WN","05/13/2023","0585","N8536Z","BWI","12:05","11:59","65","60","-6","11:56","3","0","0","0","0","0"
"WN","05/13/2023","1122","N8601C","TPA","14:10","14:13","170","162","3","14:10","3","0","0","0","0","0"
"WN","05/13/2023","2754","N8564Z","BWI","22:15","22:28","70","62","13","22:25","3","0","0","0","0","0"
"WN","05/13/2023","3718","N8691A","MCO","15:30","15:28","160","149","-2","15:26","2","0","0","0","0","0"
"WN","05/14/2022","2054","N8501V","TPA","09:55","09:41","165","153","-14","09:37","4","0","0","0","0","0"
"WN","05/14/2022","2963","N8546V","BWI","21:00","21:44","70","59","44","21:41","3","44","0","0","0","0"
"WN","05/14/2022","3713","N962WN","BWI","11:55","11:56","70","59","1","11:54","2","0","0","0","0","0"
"WN","05/14/2022","3884","N476WN","MCO","13:10","12:53","165","147","-17","12:51","2","0","0","0","0","0"
"WN","05/14/2023","0585","N953WN","BWI","12:00","11:51","70","64","-9","11:48","3","0","0","0","0","0"
"WN","05/14/2023","0675","N7752B","BWI","17:10","17:03","75","69","-7","17:00","3","0","0","0","0","0"
"WN","05/14/2023","0997","N8661A","BWI","23:25","23:19","75","64","-6","23:16","3","0","0","0","0","0"
"WN","05/15/2022","0503","N773SA","BWI","18:10","18:44","70","62","34","18:41","3","34","0","0","0","0"
"WN","05/15/2022","0709","N8570W","BWI","22:55","23:03","70","60","8","23:01","2","0","0","0","0","0"
"WN","05/15/2022","1683","N8573Z","BWI","14:50","14:56","70","62","6","14:53","3","0","0","0","0","0"
"WN","05/15/2023","0675","N8526W","BWI","15:50","15:44","70","62","-6","15:40","4","0","0","0","0","0"
"WN","05/15/2023","2255","N8820L","BWI","00:05","00:08","70","63","3","00:05","3","0","0","0","0","0"
"WN","05/15/2023","2905","N8721J","BWI","12:00","12:14","70","66","14","12:10","4","0","0","0","0","0"
"WN","05/16/2022","0503","N731SA","BWI","18:10","17:55","70","57","-15","17:52","3","0","0","0","0","0"
"WN","05/16/2022","0709","N8624J","BWI","22:55","23:05","70","69","10","23:03","2","0","0","0","0","0"
"WN","05/16/2022","1683","N279WN","BWI","14:50","14:55","70","57","5","14:53","2","0","0","0","0","0"
"WN","05/16/2023","0675","N8561Z","BWI","15:50","16:06","70","75","16","16:03","3","11","0","5","0","0"
"WN","05/16/2023","2255","N8550Q","BWI","00:05","01:15","70","59","70","01:12","3","3","0","0","0","67"
"WN","05/16/2023","2905","N8567Z","BWI","12:00","11:45","70","57","-15","11:43","2","0","0","0","0","0"
"WN","05/17/2022","0503","N7881A","BWI","18:10","18:00","70","64","-10","17:58","2","0","0","0","0","0"
"WN","05/17/2022","0709","N8678E","BWI","22:55","23:44","70","100","49","23:42","2","0","0","30","0","19"
"WN","05/17/2022","1683","N8640D","BWI","14:50","14:51","70","62","1","14:47","4","0","0","0","0","0"
"WN","05/17/2023","0675","N8635F","BWI","15:50","16:03","70","62","13","15:59","4","0","0","0","0","0"
"WN","05/17/2023","2255","N8523W","BWI","00:05","00:01","70","62","-4","23:58","3","0","0","0","0","0"
"WN","05/17/2023","2905","N8688J","BWI","12:00","11:52","70","66","-8","11:49","3","0","0","0","0","0"
"WN","05/18/2022","0503","N214WN","BWI","18:10","18:01","70","61","-9","17:57","4","0","0","0","0","0"
"WN","05/18/2022","0709","N8695D","BWI","22:55","23:02","70","65","7","22:59","3","0","0","0","0","0"
"WN","05/18/2022","1683","N8514F","BWI","14:50","15:15","70","63","25","15:11","4","3","0","0","0","22"
"WN","05/18/2023","0675","N8861Q","BWI","15:50","15:58","70","65","8","15:54","4","0","0","0","0","0"
"WN","05/18/2023","2255","N8747Q","BWI","00:05","00:50","70","57","45","00:46","4","4","0","0","0","41"
