DATE,tempmin,feelslikemin,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeedmax,sealevelpressure,cloudcover,visibility,severerisk,weather_code
2020-05-12,34,26.7,25.6,58.3,0.03,8.33,0,0,36.6,22.8,1018.2,68.9,9.8,,rain
2020-05-13,30.8,24.4,24.3,52.9,0,0,0,0,25.3,14.9,1025.7,16.5,9.9,,clear-day
2020-05-14,33,28.6,30.5,48,0.022,8.33,0,0,17.4,7.8,1021.6,76.8,9.9,,rain
2020-05-15,55.1,55.1,56.6,79.9,0.604,54.17,0,0,34.9,22.3,1010.8,84.7,8.7,,rain
2020-05-16,51,51,47.9,73.6,0,0,0,0,21.9,12.4,1019.7,72.3,9.6,,partly-cloudy-day
2020-05-17,43.1,43.1,47,68.6,0.011,4.17,0,0,12.8,11,1022.2,60.4,9.7,,rain
2020-05-18,56.9,56.9,53.8,81,0.391,41.67,0,0,19.5,13.5,1020.5,71.4,9.1,,rain
2020-05-19,51.2,51.2,41.1,52.5,0,0,0,0,24.2,16.7,1023.3,64.9,9.9,,partly-cloudy-day
2020-05-20,44.1,42.8,37.5,43.9,0,0,0,0,21.9,12.4,1027.6,35,9.9,,partly-cloudy-day
2020-05-21,44,40.7,32.5,33.9,0,0,0,0,16.6,10,1025.2,36.1,9.9,,partly-cloudy-day
2020-05-22,51.9,51.9,51.7,55.7,0,0,0,0,15.4,7.6,1018.3,42.7,9.9,,partly-cloudy-day
2020-05-23,64.1,64.1,57.8,64.3,0.344,25,0,0,17.2,12.5,1016,56.8,9.1,,rain
2020-05-24,57.9,57.9,50.5,49.7,0,0,0,0,22.8,14.8,1019.4,42.9,9.9,,partly-cloudy-day
2020-05-25,60.1,60.1,59.9,66.6,0.711,12.5,0,0,26.2,14.5,1018.2,53.1,9.3,,rain
2020-05-26,65,65,64.9,64.8,0,0,0,0,15.9,7.9,1018.7,23.1,9.9,,partly-cloudy-day
2020-05-27,67.9,67.9,63,59.5,0,0,0,0,19.7,15.8,1018.6,40.9,9.9,,partly-cloudy-day
2020-05-28,69.2,69.2,63.6,66.2,0.002,4.17,0,0,28.7,16.5,1015.8,68.9,9.9,,rain
2020-05-29,66.8,66.8,66.1,72.9,0.385,29.17,0,0,36.5,20,1010.2,66.4,9.3,,rain
2020-05-30,55,55,52.2,71.1,0.212,16.67,0,0,29.9,19.2,1013.3,69.1,9.6,,rain
2020-05-31,44,40.8,37.3,57.8,0,0,0,0,25.5,16,1020.9,57.5,9.9,,partly-cloudy-day
2020-06-01,46.9,43.6,40,55.2,0,0,0,0,25.3,11.4,1021.1,71.3,9.9,,partly-cloudy-day
2020-06-02,55,55,45.9,55.7,0.003,8.33,0,0,17.2,11.1,1013,83.6,9.9,,rain
2020-06-03,58.9,58.9,59.5,80.3,0.304,12.5,0,0,28.2,12.7,1003.2,75.2,9.6,,rain
2020-06-04,56.8,56.8,56.7,60.4,0,0,0,0,29.5,16.3,1008.2,39.4,9.6,,partly-cloudy-day
2020-06-05,69.9,69.9,62.7,62.3,0.001,4.17,0,0,16.8,6.8,1009.2,62,9.9,,rain
2020-06-06,60,60,56.3,60.2,0.001,4.17,0,0,37.4,19.6,1009.2,52.9,9.9,,rain
2020-06-07,54.9,54.9,47.1,60.6,0,0,0,0,24.6,14.8,1015.7,38.5,9.9,,partly-cloudy-day
2020-06-08,47.8,47,44.4,55.1,0,0,0,0,21.9,12.5,1017.4,41.7,9.9,,partly-cloudy-day
2020-06-09,53,53,51.6,53.5,0,0,0,0,18.3,10.2,1012.6,44,9.9,,partly-cloudy-day
2020-06-10,65.1,65.1,64.1,64.9,0,0,0,0,30.6,18,1009.1,51.9,9.9,,partly-cloudy-day
2020-06-11,66.4,66.4,58.6,57.6,0.006,16.67,0,0,34.2,23.4,1011.8,51.3,9.9,,rain
2020-06-12,52.9,52.9,45.2,52.4,0,0,0,0,32.2,19.6,1019.3,35.3,9.9,,partly-cloudy-day
2020-06-13,47.1,45,39.8,62,0,0,0,0,19.7,11.2,1025.4,61.9,9.9,,partly-cloudy-day
2020-06-14,43,43,42,62.4,0,0,0,0,15.7,11.1,1029.7,65.4,9.9,,partly-cloudy-day
2020-06-15,49.8,49.3,44.6,56.2,0,0,0,0,13.2,8.9,1030,54.9,9.9,,partly-cloudy-day
2020-06-16,49.8,48.3,47.6,55.1,0,0,0,0,12.1,9.9,1027.9,20.7,9.9,,partly-cloudy-day
2020-06-17,52.1,52.1,51.7,55.5,0,0,0,0,11.6,10.2,1023.4,14.8,9.9,,clear-day
2020-06-18,56.9,56.9,57.8,62.1,0.011,4.17,0,0,19,10,1019.5,45.4,9.9,,rain
2020-06-19,63,63,61,63.6,0,0,0,0,17.2,10.3,1017.3,49.5,9.9,,partly-cloudy-day
2020-06-20,63,63,63.2,67.2,0.124,8.33,0,0,13.6,8.9,1015.6,39.6,9.9,,rain
2020-06-21,66.7,66.7,62.7,61.3,0,0,0,0,18.3,11.2,1013.4,37,9.9,,partly-cloudy-day
2020-06-22,67.8,67.8,64.5,61.4,0.022,4.17,0,0,19.7,14.4,1011.6,42.8,9.9,,rain
2020-06-23,70,70,64.8,64.2,0.023,8.33,0,0,31.1,19.1,1005.1,66.4,9.8,,rain
2020-06-24,62.4,62.4,54.8,57.5,0.007,16.67,0,0,30.7,24.4,1005.7,63.3,9.9,,rain
2020-06-25,57.8,57.8,51.7,54.1,0,0,0,0,32.2,12.7,1012.3,40.4,9.9,,partly-cloudy-day
2020-06-26,63.9,63.9,53,49.9,0,0,0,0,24.6,14.9,1012.7,42.5,9.9,,partly-cloudy-day
2020-06-27,61,61,60.2,75.4,0.289,29.17,0,0,21,7.7,1007,70,9.1,,rain
2020-06-28,67.9,67.9,64.2,73.6,0.276,8.33,0,0,23.9,15,1006.4,63.5,9.5,,rain
2020-06-29,62.9,62.9,61.8,67.9,0,0,0,0,24.2,16.9,1011.5,37.4,9.8,,partly-cloudy-day
2020-06-30,65.9,65.9,62.9,75.9,0.274,25,0,0,20.8,11.4,1013.5,62.7,9.6,,rain
2020-07-01,61.1,61.1,61.7,72.1,0,0,0,0,19.7,13.6,1012.6,55.1,9.1,,partly-cloudy-day
2020-07-02,64.9,64.9,62.2,60.5,0,0,0,0,23.5,13.8,1011,49.3,9.9,,partly-cloudy-day
2020-07-03,72.9,72.9,65.6,65,0.022,8.33,0,0,24.4,13.6,1011.3,60.9,9.9,,rain
2020-07-04,67.7,67.7,61.3,60.4,0,0,0,0,20.8,12.7,1013.1,46,9.8,,partly-cloudy-day
2020-07-05,58.9,58.9,54.8,51,0,0,0,0,25.3,14.8,1014.2,44.4,9.8,,partly-cloudy-day
2020-07-06,64.8,64.8,58.2,52.5,0,0,0,0,11.2,8.8,1015.9,41.5,9.9,,partly-cloudy-day
2020-07-07,69.1,69.1,64.1,58.1,0,0,0,0,21.9,16.9,1015,44.2,9.9,,partly-cloudy-day
2020-07-08,71.8,71.8,67.4,65.8,0.165,8.33,0,0,19.7,17.8,1013.2,45.7,9.9,,rain
2020-07-09,70.1,70.1,66,60.5,0,0,0,0,13,7.6,1013.2,28.5,9.9,,partly-cloudy-day
2020-07-10,74,74,67.6,63,0.092,12.5,0,0,23,14.7,1011.1,49.8,9.8,,rain
2020-07-11,71,71,69.8,79.4,1.176,62.5,0,0,35.7,18,1001.6,72.7,8.5,,rain
2020-07-12,70.2,70.2,65.2,70.4,1.324,37.5,0,0,29.3,19.1,1004.4,72.9,9.6,,rain
2020-07-13,68.9,68.9,61.6,67.6,0.005,16.67,0,0,23,13.8,1009.4,63.6,9.9,,rain
2020-07-14,64.9,64.9,61.7,69.5,0.137,16.67,0,0,19.6,12.6,1015.5,49.4,9.9,,rain
2020-07-15,62.8,62.8,61.1,64.6,0,0,0,0,13.2,6.9,1020.1,43.2,9.9,,partly-cloudy-day
2020-07-16,70.1,70.1,64.2,72.4,1.204,37.5,0,0,32.2,17.7,1019.7,72.2,9.4,,rain
2020-07-17,70.7,70.7,64,67.1,0.007,8.33,0,0,31.5,15.8,1017,63,9.9,,rain
2020-07-18,62.9,62.9,62.2,63,0,0,0,0,15.4,13.4,1016.7,27.5,9.9,,partly-cloudy-day
2020-07-19,66.8,66.8,66.4,64,0,0,0,0,33.3,20.2,1010.2,47.6,9.9,,partly-cloudy-day
2020-07-20,74.9,74.9,64.7,59.4,0.003,8.33,0,0,25.1,19.4,1010.5,50.1,9.9,,rain
2020-07-21,65.8,65.8,61.3,65,0,0,0,0,17.2,10,1016.6,52.7,9.9,,partly-cloudy-day
2020-07-22,65,65,66.6,81.5,0.183,20.83,0,0,19.5,10.1,1015.1,68.9,9.6,,rain
2020-07-23,71.8,71.8,68.2,74.5,0.075,33.33,0,0,19.2,12.5,1015.1,68.7,9.9,,rain
2020-07-24,65.7,65.7,63.6,69.2,0,0,0,0,11.4,10.1,1018.7,40.4,9.8,,partly-cloudy-day
2020-07-25,63.9,63.9,61.5,64.6,0,0,0,0,13.4,8.7,1018.4,44.6,9.9,,partly-cloudy-day
2020-07-26,66.7,66.7,63,59.3,0,0,0,0,23,13.7,1014.7,45.9,9.9,,partly-cloudy-day
2020-07-27,73.8,73.8,69.2,65.5,0.247,12.5,0,0,37.8,18.1,1008,45.1,9.9,,rain
2020-07-28,69.2,69.2,63.7,63.5,0.179,12.5,0,0,23,17.2,1008.9,44.4,9.8,,rain
2020-07-29,65,65,63.3,74.4,0.383,20.83,0,0,25.7,16.7,1011.3,53.9,9.4,,rain
2020-07-30,64,64,61.3,69.8,0,0,0,0,19.7,13.7,1011,49.6,9.7,,partly-cloudy-day
2020-07-31,58.9,58.9,59.4,64.8,0,0,0,0,18.3,12.5,1011.3,35.1,9.9,,partly-cloudy-day
2020-08-01,62.7,62.7,62.1,66,0,0,0,0,13.6,7.9,1013.4,43.5,9.9,,partly-cloudy-day
2020-08-02,69.1,69.1,65.4,64.9,0.269,29.17,0,0,38.2,17.7,1008.2,59.3,9.9,,rain
2020-08-03,70,70,61.9,62.4,0.012,12.5,0,0,31.7,22.5,1013.7,65.1,9.9,,rain
2020-08-04,69.3,69.3,65.8,83.7,1.202,70.83,0,0,18.6,12.3,1010.7,75.2,8.4,,rain
2020-08-05,64.8,64.8,58.2,65.5,0.001,4.17,0,0,26.4,17.9,1015.1,60.7,9.9,,rain
2020-08-06,57.6,57.6,53.5,61.5,0,0,0,0,11.9,10,1020.1,56.9,9.9,,partly-cloudy-day
2020-08-07,57.9,57.9,60.2,73.7,0,0,0,0,13.4,8.8,1020.1,61.8,9.9,,partly-cloudy-day
2020-08-08,65.8,65.8,65.1,74,0,0,0,0,13,10,1019.9,49.5,9.9,,partly-cloudy-day
2020-08-09,65.9,65.9,62.3,64.9,0,0,0,0,17.4,11,1017.7,49.6,9.9,,partly-cloudy-day
2020-08-10,73,73,67.7,65.8,0,0,0,0,19.5,9.2,1014.9,58.8,9.9,,partly-cloudy-day
2020-08-11,69.3,69.3,66.3,68,0.513,8.33,0,0,30.8,18.1,1011.4,46.7,9.8,,rain
2020-08-12,67.7,67.7,61.4,62.9,0,0,0,0,14.3,9.1,1017.4,51.1,9.9,,partly-cloudy-day
2020-08-13,61.9,61.9,59.9,64.4,0,0,0,0,14.5,6.8,1019.7,53.5,9.9,,partly-cloudy-day
2020-08-14,64,64,61.5,65.3,0,0,0,0,14.3,9.2,1017.7,33.6,9.9,,partly-cloudy-day
2020-08-15,64.1,64.1,62.2,67.1,0,0,0,0,18.3,10,1015.7,53.2,9.9,,partly-cloudy-day
2020-08-16,65.1,65.1,60.8,64.4,0,0,0,0,17,12.7,1014.3,61.4,9.9,,partly-cloudy-day
2020-08-17,64.2,64.2,60.2,68.3,0.131,8.33,0,0,28,21.2,1011.5,63.8,9.7,,rain
2020-08-18,63.9,63.9,57.6,67.9,0.036,16.67,0,0,29.8,16.9,1011.1,52.3,9.9,,rain
2020-08-19,57.8,57.8,54.7,68.4,0.002,4.17,0,0,22.9,10.4,1014.8,55.6,9.9,,rain
2020-08-20,53.9,53.9,50.8,58,0,0,0,0,15.4,12.6,1016.4,33.1,9.9,,partly-cloudy-day
2020-08-21,57.8,57.8,57.3,61.2,0,0,0,0,22.6,16,1012.4,36.9,9.9,,partly-cloudy-day
2020-08-22,65.8,65.8,63,68,0,0,0,0,23.9,9.2,1013.3,53.1,9.9,,partly-cloudy-day
2020-08-23,65,65,63.7,66.4,0,0,0,0,24.2,11.3,1015.2,42.3,9.9,,partly-cloudy-day
2020-08-24,65.8,65.8,64.2,64.2,0,0,0,0,19.7,11.2,1014.1,35.8,9.9,,partly-cloudy-day
2020-08-25,67.9,67.9,61.7,63.6,0.137,16.67,0,0,42.5,21.7,1010.2,52.9,9.7,,rain
2020-08-26,54.9,54.9,48.5,59.2,0,0,0,0,23,12.7,1015.5,61.6,9.9,,partly-cloudy-day
2020-08-27,60.9,60.9,64.2,84.2,1.852,50,0,0,38.3,19.3,1006.7,74.5,9.4,,rain
2020-08-28,64,64,61,76.5,0,0,0,0,19.5,10,1009.6,68.4,9.9,,partly-cloudy-day
2020-08-29,65.9,65.9,63.2,72.6,0.25,16.67,0,0,43.4,28.9,999.7,67.7,9.4,,rain
2020-08-30,57.8,57.8,53.6,66.5,0.079,12.5,0,0,27.7,16.8,1008,52.6,9.9,,rain
2020-08-31,52,52,53.2,67,0,0,0,0,19.2,11.1,1016.5,44.9,9.9,,partly-cloudy-day
2020-09-01,69,69,59.6,64.5,0,0,0,0,25.1,16.8,1016.3,81.8,9.9,,partly-cloudy-day
2020-09-02,70,70,65.4,72.2,0.087,29.17,0,0,30.6,21.3,1008.6,72.5,9.5,,rain
2020-09-03,61.8,61.8,60.3,71.5,0,0,0,0,19.9,14.6,1008,51.1,7.6,,partly-cloudy-day
2020-09-04,60.8,60.8,52.8,57.6,0.037,4.17,0,0,27.3,19.4,1012.4,61.5,9.9,,rain
2020-09-05,52.1,52.1,51.8,65.9,0.001,4.17,0,0,32.1,15,1020.4,46.4,9.9,,rain
2020-09-06,58.8,58.8,52.7,63.2,0,0,0,0,16.1,8.9,1020.9,61.2,9.9,,partly-cloudy-day
2020-09-07,59.1,59.1,56.2,57,0,0,0,0,35.1,20.7,1013,60.9,9.9,,partly-cloudy-day
2020-09-08,64.8,64.8,62.4,68.8,0,0,0,0,21.5,9.2,1018.3,59.7,9.9,,partly-cloudy-day
2020-09-09,61,61,63.7,74.7,0,0,0,0,10.5,10.1,1022.8,29,9.9,,partly-cloudy-day
2020-09-10,62.2,62.2,63.2,82.4,0.011,4.17,0,0,19.5,12.5,1023.3,67.4,8,,rain
2020-09-11,50,50,49.4,73.9,0,0,0,0,18.6,12.5,1025.8,67.2,9.8,,partly-cloudy-day
2020-09-12,45,42,50.2,70.3,0,0,0,0,24.4,14.6,1023.7,57.5,9.9,,partly-cloudy-day
2020-09-13,63,63,57,71.6,0.385,29.17,0,0,34.2,19.9,1015.5,79.4,9.6,,rain
2020-09-14,47.8,46.3,49.3,69,0,0,0,0,25.7,15.9,1022.9,61.4,9.9,,partly-cloudy-day
2020-09-15,41.9,41.9,42,71.1,0,0,0,0,16.3,5.7,1026.4,53.3,9.9,,partly-cloudy-day
2020-09-16,44.2,44.2,44,57.5,0,0,0,0,25.1,12.7,1018,43.2,9.9,,partly-cloudy-day
2020-09-17,55.8,55.8,51.9,72.7,0,0,0,0,21.5,9.1,1016.4,65.4,9.8,,partly-cloudy-day
2020-09-18,44.1,43,37.2,58.7,0,0,0,0,27.3,17,1020.9,53.2,9.9,,partly-cloudy-day
2020-09-19,35,35,33.1,61.1,0,0,0,0,18.4,11.2,1029,32.1,9.9,,partly-cloudy-day
2020-09-20,38.8,35.5,34.6,61.2,0,0,0,0,15.7,7.9,1034.2,35,9.9,,partly-cloudy-day
2020-09-21,35.1,35.1,36.9,64.1,0,0,0,0,10.1,7.8,1034,22.9,9.9,,partly-cloudy-day
2020-09-22,38.8,35.4,41.4,68.2,0,0,0,0,21,13.7,1022.1,32.5,9.9,,partly-cloudy-day
2020-09-23,51.8,51.8,51.2,66.6,0,0,0,0,26.8,18,1012.6,51.8,9.9,,partly-cloudy-day
2020-09-24,52.9,52.9,55.5,75,0,0,0,0,13.6,7.8,1013.8,56.4,9.7,,partly-cloudy-day
2020-09-25,56.8,56.8,56.5,71.5,0,0,0,0,11.6,6.8,1016.7,33.8,9,,partly-cloudy-day
2020-09-26,54.1,54.1,56.2,68.5,0,0,0,0,24.8,15.8,1015.2,36.7,9.8,,partly-cloudy-day
2020-09-27,65.8,65.8,59.6,63.7,0,0,0,0,25.7,19.5,1011.4,41.5,9.9,,partly-cloudy-day
2020-09-28,65.1,65.1,60.8,64.7,0,0,0,0,23,15.5,1008.1,60.4,9.9,,partly-cloudy-day
2020-09-29,56.9,56.9,56.8,82.4,0.512,62.5,0,0,32.2,15.6,1008.9,71.2,8.4,,rain
2020-09-30,53.1,53.1,48.3,70.1,0.531,50,0,0,35.3,21.6,1003,67.8,9,,rain
2020-10-01,51,51,46.2,64.4,0.021,8.33,0,0,33.3,16.8,1010.2,60.4,9.7,,rain
2020-10-02,43.9,42.6,44.6,75,0.009,16.67,0,0,21.5,11.3,1014.6,64,9.9,,rain
2020-10-03,46,43.9,42.3,72.2,0.025,33.33,0,0,20.8,14.7,1022.2,68.1,9.9,,rain
2020-10-04,39.7,36.5,40.7,73,0.011,4.17,0,0,22.6,12.4,1022.2,73.1,9.9,,rain
2020-10-05,46,43.9,47.6,81,0.011,4.17,0,0,17.4,10.2,1020.2,78.5,9.6,,rain
2020-10-06,42.9,42.5,42,62.9,0,0,0,0,25.3,16,1015.5,48.5,9.6,,partly-cloudy-day
2020-10-07,53.1,53.1,45.6,60.9,0.376,33.33,0,0,53.2,23.9,1004.4,75.7,9.7,,rain
2020-10-08,43.9,39.4,39.4,67.3,0,0,0,0,26.2,18.2,1016.1,65.1,9.9,,partly-cloudy-day
2020-10-09,41.9,40.3,42.6,70.6,0,0,0,0,25.1,8.9,1019.1,57.7,9.9,,partly-cloudy-day
2020-10-10,61.8,61.8,50.8,52.1,0.059,20.83,0,0,42.5,22.4,1009.6,69.4,9.9,,rain
2020-10-11,42.1,38.1,39.3,63.4,0,0,0,0,21.9,12.9,1020.7,47.9,9.9,,partly-cloudy-day
2020-10-12,47.1,42,39.3,57,0,0,0,0,29.8,14.7,1019.3,93.3,9.9,,cloudy
2020-10-13,45,45,46.8,81.1,0.321,41.67,0,0,27.1,12.6,1013.7,79.6,8.7,,rain
2020-10-14,42.2,39,39.5,67.1,0,0,0,0,24.1,17,1013.8,37.4,9.9,,partly-cloudy-day
2020-10-15,48.9,46.6,43.9,54.8,0.281,16.67,0,0,34.3,24.8,1009.6,90.6,9.2,,rain
2020-10-16,37.8,35.7,42.7,81.4,0.372,45.83,0,0,17,8.9,1019.4,87.4,9.9,,rain
2020-10-17,31.9,27.3,32,67.3,0,0,0,0,22.8,15.6,1025.1,27.6,9.8,,partly-cloudy-day
2020-10-18,38.9,35.4,30.8,47.8,0,0,0,0,29.7,19.1,1026.4,75.2,9.9,,partly-cloudy-day
2020-10-19,55,55,48.5,75.7,0.452,50,0,0,28.7,17.9,1023.3,100,8.1,,rain
2020-10-20,48.8,47.1,50,87.4,0.265,58.33,0,0,29.8,9.1,1022.7,100,8.7,,rain
2020-10-21,48.8,46.8,52.6,84.2,0.042,33.33,0,0,34.4,21.1,1021.2,99,9.9,,rain
2020-10-22,49.9,49.9,51,87.5,0.023,8.33,0,0,12.3,6.8,1023.7,87.8,9,,rain
2020-10-23,49.2,48.3,55.5,72.1,0,0,0,0,32.2,19.1,1016,38.1,8.4,,partly-cloudy-day
2020-10-24,43.8,39.6,42.9,71.9,0.178,25,0,0,32.2,19.4,1016.6,97,9.3,,rain
2020-10-25,33.2,29.8,31.2,66,0,0,0,0,16.3,6.9,1024.3,64.3,9.9,,partly-cloudy-day
2020-10-26,39.8,32.9,40.5,86.6,0.585,83.33,0,0,19.5,11.1,1020.2,100,5,,rain
2020-10-27,42.8,38.9,40.6,86.3,0.074,29.17,0,0,15.7,7.8,1022.6,99.9,9.4,,rain
2020-10-28,42.1,40.2,40.7,81.4,0,0,0,0,18.3,13.6,1016.3,88.8,9.6,,partly-cloudy-day
2020-10-29,39.8,38.7,40.1,87.3,0.306,41.67,0,0,19.2,8.1,1010.4,97.5,9.1,,rain
2020-10-30,31.9,26.7,29,72.1,0.146,20.83,0,0,24.8,18,1016.5,85,9.7,,rain
2020-10-31,33,28,27.2,67.6,0,0,0,0,22.6,10.3,1029.2,72.7,9.9,,partly-cloudy-day
2020-11-01,35.1,25.2,33.1,68.7,0.124,20.83,0,0,43.4,28.2,1010.9,68.8,9.6,,rain
2020-11-02,30.8,17.9,26.1,70.2,0.158,37.5,0.3,0.2,38.7,25.1,1009.4,98.6,7.4,,snow
2020-11-03,33.1,27.1,27.7,63.6,0.039,16.67,0,0.4,39.7,27.5,1016.2,94.2,9.8,,rain
2020-11-04,31,25.1,32.1,52.9,0,0,0,0,25.7,15.7,1024,13.3,9.9,,clear-day
2020-11-05,51.1,51.1,36.5,39.9,0,0,0,0,25.3,14.8,1023,44.9,9.9,,partly-cloudy-day
2020-11-06,52.1,52.1,42.4,50,0,0,0,0,20.8,15.8,1021.6,47.1,9.9,,partly-cloudy-day
2020-11-07,44,42.7,43.4,63.8,0,0,0,0,14.8,11.3,1023.4,61.4,9.9,,partly-cloudy-day
2020-11-08,38.9,35.6,40.8,64.9,0,0,0,0,10.5,6.7,1027.1,13.8,9.9,,clear-day
2020-11-09,39,39,40.8,64.3,0,0,0,0,17.7,5.7,1024.8,19.4,9.7,,clear-day
2020-11-10,41.2,40.6,48,65.2,0,0,0,0,23.9,12.6,1017.3,19.3,9.9,,clear-day
2020-11-11,51,51,55.4,75.9,0.451,37.5,0,0,29.5,13.6,1012,82.7,9.5,,rain
2020-11-12,31.8,28.9,32.9,67.2,0,0,0,0,21,12.6,1019.9,78.8,9.9,,partly-cloudy-day
2020-11-13,28.3,22.1,32.4,75.4,0,0,0,0,20.4,13.7,1015.6,70.3,9.9,,partly-cloudy-day
2020-11-14,29.8,24.8,30,68.5,0,0,0,0,31.8,16,1021.1,75,9.9,,partly-cloudy-day
2020-11-15,29.8,22.4,33.8,68.6,0.208,16.67,0,0,55.9,27,1009.7,92.5,9.9,,rain
2020-11-16,39.8,31.5,29.4,60.9,0.011,4.17,0,0,35.4,23.7,1010.8,99.1,9.9,,rain
2020-11-17,29.8,18,27,71.5,0.159,25,0,0.1,33.2,23.6,1015.8,96.6,9.1,,rain
2020-11-18,21.8,10.9,17.5,69.9,0.011,4.17,0,0.3,31.7,21.5,1032.1,94.8,8.5,,snow
2020-11-19,26,18.4,22.5,50,0,0,0,0.1,33.8,16.1,1024.8,84.9,9.9,,partly-cloudy-day
2020-11-20,52,52,31.7,37.4,0,0,0,0.1,28.6,16.7,1020.6,79.8,9.9,,partly-cloudy-day
2020-11-21,38,33.8,33.1,65.1,0,0,0,0,21.7,16.8,1029.6,96.9,9.9,,cloudy
2020-11-22,33.9,28.2,32,75.1,0.003,4.17,0,0.1,36.9,15.9,1026.2,98.3,9.9,,rain
2020-11-23,37,28,35.5,81.1,0.315,58.33,0,0.1,35.8,20.6,1016.9,99.6,8.8,,rain
2020-11-24,28.9,23.4,28,79.3,0.141,16.67,0,0.1,20.6,9.2,1027,91.2,9.2,,rain
2020-11-25,33.1,25.1,32.6,68.9,0.284,29.17,0,0.2,28.4,13.6,1020.5,98,9.2,,rain
2020-11-26,44.9,39.7,46.4,84.2,0.273,54.17,0,0,25.9,16.6,1013.5,97.3,8.7,,rain
2020-11-27,44.9,40.2,40.9,78,0.022,8.33,0,0,15.2,11.2,1017.2,99.1,9.9,,rain
2020-11-28,30.7,29.6,33,72.8,0.011,4.17,0,0,33.3,16,1015.6,75.8,9.8,,rain
2020-11-29,26.9,22.9,26.7,62.3,0,0,0,0,17.9,9,1017,32.6,9.9,,partly-cloudy-day
2020-11-30,38,33,36.3,76.3,0.289,25,0,0,26.5,14.8,1002.2,97.3,8.9,,rain
2020-12-01,33.2,26.2,36.2,83.9,0.275,62.5,0,0,25.3,11.5,997.6,99.7,8.5,,rain
2020-12-02,30.8,19.9,26.9,76.1,0.137,29.17,0.6,0,33.5,21.9,1010.5,90.6,6.7,,snow
2020-12-03,30.9,25.1,22.4,52.4,0,0,0,0,23.5,15.8,1017.2,63.9,9.9,,partly-cloudy-day
2020-12-04,39.7,35.6,28.5,60.9,0.084,25,0,0.5,27.7,18,1012.7,99.6,9.6,,rain
2020-12-05,30.8,21.6,31.7,80.9,0.024,16.67,0,0.3,27.2,15.8,1011.9,97.5,7.9,,rain
2020-12-06,29,18.8,22.9,72.9,0,0,0,0.4,28.4,15,1012.9,99.9,9.5,,cloudy
2020-12-07,25.1,17.1,19.9,71.5,0,0,0,0.4,20.8,13.5,1010.9,93.3,9.4,,cloudy
2020-12-08,24.1,14,18.5,73.6,0,0,0.2,0.3,25.3,14.8,1011.4,93.2,9.2,,cloudy
2020-12-09,30.7,24,28.9,78.9,0.149,70.83,1.2,0,26.4,21.2,1006.5,99.3,6.3,,snow
2020-12-10,31,26.3,33.6,82.6,0.052,8.33,0,1,24.2,12.8,1017.3,96.1,9.4,,rain
2020-12-11,30.5,24,31.9,75.9,0,0,0,0.7,20.6,8.5,1017.2,42.6,9.8,,partly-cloudy-day
2020-12-12,33.6,28.2,36.7,77.4,0.001,4.17,0,0.2,28.9,16.8,1013.6,69.3,8.5,,rain
2020-12-13,37.8,30.6,33.9,67.4,0.023,12.5,0,0,27.7,20.4,1014,99.5,9.9,,rain
2020-12-14,32,21.8,26.9,71.6,0.049,12.5,0,0,37.7,23.7,1014.6,99.3,9.1,,rain
2020-12-15,20.8,13.2,12.7,55.5,0.011,4.17,0,0,30,19.4,1026.2,90,9.6,,rain
2020-12-16,16,4.7,8.5,63.1,0.126,20.83,0.2,0.2,21.8,15.1,1027,74.4,7.6,,snow
2020-12-17,19.2,6,16.7,77.3,0.337,45.83,1.5,0.2,21.9,14.5,1019.6,99.6,5.9,,snow
2020-12-18,12.6,9.8,13.7,74.1,0,0,0,0.2,13.9,8.6,1027.4,51.5,9.5,,partly-cloudy-day
2020-12-19,6.3,-2.6,10.9,72.8,0,0,0,0.2,17.7,10.1,1026.6,54.9,9.8,,partly-cloudy-day
2020-12-20,28.1,19.5,25.5,75.9,0.066,25,0.4,0.2,23.3,9,1015.7,99.7,7.8,,snow
2020-12-21,35.8,30.9,29.5,70.1,0,0,0,0.2,19,10.1,1007.8,95.7,9.8,,cloudy
2020-12-22,33.1,22.6,27.7,71.3,0.017,25,0.1,0.1,35.4,23.1,1011.1,98.2,8.4,,snow
2020-12-23,29.8,23,22.9,60.5,0,0,0,0.1,33.3,16.7,1023.1,74.8,9.9,,partly-cloudy-day
2020-12-24,35.4,29,40,74.2,0.775,45.83,0,0.9,31,20.3,1009.6,90.6,9,,rain
2020-12-25,29,16.7,32.2,81.2,0.572,50,0,1.5,33.1,20.5,997.6,100,8.7,,rain
2020-12-26,23,10.6,15.6,62.3,0,0,0,1.8,30.4,21.7,1008.3,98,9.1,,cloudy
2020-12-27,29,16.7,19.6,61.8,0,0,0,1.1,29.5,17.9,1020.1,85.1,9.8,,partly-cloudy-day
2020-12-28,34.9,23.8,25.7,60.3,0.011,8.33,0,0.4,37.7,24.9,1016.1,87.9,9.6,,rain
2020-12-29,22.7,15.2,19.6,70.7,0.097,12.5,0.7,0.1,31.8,18.4,1029.6,96.3,8.4,,snow
2020-12-30,21.7,13.3,20.3,60.2,0.023,12.5,0,0.1,30.8,21.2,1020.5,85.2,9.9,,rain
2020-12-31,34,25.9,26.3,67,0.104,20.83,0.1,0.7,27.1,16.9,1020.5,100,9.6,,snow
